Gene names,ratio,P
TUBGCP4,0.957009838,0.526004007
DDX19B,1.054869535,0.180938679
C16orf58,0.946659928,0.15598642
NFATC3,1.132707624,0.207751055
DCTN5,0.95363275,0.082348762
UBFD1,1.150889164,0.1507946
BCKDK,1.022413528,0.842690062
C16orf70,1.03278906,0.376671558
SENP8,1.036453516,0.784067561
ARMC5,1.023098094,0.91345339
GABARAPL2,0.979359271,0.62509103
KCTD5,0.943596206,0.071550566
BLOC1S6,1.038132239,0.417551652
CTU2,0.972266697,0.797909553
PKM,0.769569778,0.201792806
CHD9,1.033698293,0.743929873
STX16-NPEPL1;STX16,1.075310603,0.525517201
IST1,1.098753077,0.271126473
TMEM62,1.703248292,0.003902427
GABARAP;GABARAPL1,0.955351816,0.008949888
GCA,0.948516079,0.556810558
NKIRAS2,0.974450239,0.19917896
RHOT1,1.027360689,0.514038676
SLC15A4,1.106266333,0.250927353
NUPL1,1.013694404,0.848821282
PHYKPL,1.10526023,0.087284925
SP140L,1.573320594,0.000205254
CSNK1D,0.95062086,0.445490883
PDGFA,0.979425001,0.285956749
NCAM1,1.022313068,0.839519242
TPM1,0.998023464,0.90623818
PPIL3,1.06697682,0.317219943
RETSAT,0.940773015,0.216970043
PDIA3,1.094624388,0.310552037
C7orf26,0.84688398,0.149952534
SF1,0.897574804,0.229090486
CAMK1,0.951387928,0.957489467
BNIP2,0.829575486,0.045539689
TTC3,0.844760272,0.135267303
ANKHD1-EIF4EBP3,0.97437655,0.934754063
RALGAPA2,1.041361669,0.531857383
ZMYM4,1.201718956,0.334660905
UHRF1BP1,1.041877121,0.121956349
SON,1.075108198,0.270453249
BET1;DKFZp781C0425,1.027277798,0.806657
APOO,1.060111854,0.231713139
ART4,0.916768654,0.089041276
EBNA1BP2,0.969866495,0.124210927
SDCCAG3,1.07032848,0.021136398
SLC4A7,0.967420253,0.622620559
ATG2A,0.99038481,0.388032117
LZTFL1,1.101490539,0.433919848
BCS1L,1.042868419,0.503005437
KPNA4,0.98566552,0.317344105
ALG12,1.022496019,0.8108654
MBNL1,1.022467528,0.842093711
SF1,0.930209308,0.217980471
ACOT8,0.899594584,0.061727233
COPRS,0.8828316,0.220210689
TTC5,0.834631685,0.029620051
RUNX1,1.052967569,0.639662362
GABPB1,0.989971956,0.918535957
MRPS17;hCG_1984214,0.973398357,0.168731235
NSF,1.057127934,0.074386372
RNMTL1,1.063181672,0.559432757
FAM195A,1.055145354,0.585755257
PCYT2,1.066382086,0.330826283
FLYWCH2,0.963314633,0.26548762
MPDU1,1.028980038,0.705914895
GEMIN4,0.87396035,0.110486453
CEP131,0.96453299,0.064816225
DVL2,0.921268023,0.019473206
EIF5A;EIF5AL1;EIF5A2,0.791948331,0.024556575
ATPAF1,0.966297925,0.223253833
CHMP6,0.982114231,0.538139667
ZNF267;ZNF195;ZNF720,0.996724514,0.741549093
ACTG1,1.005808574,0.919506403
ABR,1.045294663,0.200024859
DHODH,1.013891425,0.90401051
KDM2A,0.949216505,0.178041947
FABP5,0.656009131,0.127562211
INTS2,0.992720676,0.720236781
DPF2,0.945348568,0.319493758
KIAA0368;ECM29,1.006490937,0.856034611
PSMD9,1.009624542,0.963269834
TOR1AIP1,0.9801752,0.69419306
TPM3,1.086329418,0.595095551
TBC1D8B,1.060256494,0.348521489
GTF2A1,0.898702058,0.011490379
CCS,1.029022577,0.760209278
COG4,1.037473507,0.290099961
BRAP,0.988975942,0.55983427
AGTPBP1,0.943259593,0.016164855
INTS8,0.948416498,0.141512914
SRSF2,1.011462808,0.782500632
PHACTR2,1.03589553,0.768484822
PSTPIP1,1.046380395,0.231695248
HDAC7,0.547201942,0.006423439
STAT1,1.288598226,0.001272042
LUC7L3,1.0096177,0.968471359
DPP8,0.984864853,0.465145744
TRABD,1.00237781,0.943403942
C1D,0.91724394,0.069006626
OLA1,0.994146717,0.527458646
PTRH2,1.014843173,0.857452959
SUMF2,1.065155336,0.240162824
APOL2,1.480718767,0.031692433
CEP170B,0.987564841,0.962734987
OTUB1,1.028413497,0.366750802
PTPN7,1.008274579,0.996520233
TAF6,0.879562139,0.36162307
SMG1,1.042200245,0.304986736
SS18,0.927788923,0.056455846
C17orf75,1.100763795,0.57470663
CYLD,1.020219721,0.825660057
CBX1,1.11251434,0.226175878
ICT1,0.969457273,0.228210389
FLII,1.07548593,0.013747529
PIK3R5,1.087462685,0.274168685
LGALS9C;LGALS9B,0.95451617,0.540101627
EIF4A1,0.788912497,0.489587135
HN1,0.990242496,0.549859589
FBXL20,1.132377312,0.097463004
CBFB,1.022553761,0.649069153
MIEN1,0.936989151,0.107305399
SRSF1,1.062484509,0.084421525
SLC16A3,0.886894839,0.064898419
CHERP,1.020011628,0.334674577
CD300A,0.881087045,0.042029095
SCO1,1.026276562,0.667280444
SCRN2,1.048718551,0.621240326
SLC39A11,0.908590256,0.007286702
MRPS7,1.083319424,0.091497078
RPL18,1.148679982,0.101263812
SAP30BP,0.92791665,0.254541034
TRAPPC8,0.961458622,0.140152274
MBP,1.083367027,0.663901846
LIMD2,0.94590413,0.646140926
SUZ12,1.129017444,0.008143599
YTHDC1,1.007469042,0.99024438
OGFOD3,0.980492823,0.323693461
MYL12A;MYL12B,0.978272377,0.827339304
ZNF207,0.973843821,0.467814885
YES1,0.941595208,0.310740219
TWSG1,0.925168371,0.044405083
CES2,1.024105431,0.540108246
HYPK,0.979513194,0.425888146
CRBN,0.963523456,0.732491473
BAG1,1.12262441,0.076865628
RWDD4,0.961919243,0.186924326
MLX,0.97693057,0.830702626
KATNAL2,0.984245623,0.549767867
EML2,1.031336004,0.534320155
TMED1,0.902396155,0.03640281
PLEKHF1,0.993771015,0.444008997
RNF126,1.013258044,0.893801173
PGS1,1.017256412,0.782098398
H3F3B;H3F3A;H3F3C,0.908350124,0.639184195
DAZAP1,1.054894293,0.154349276
FMNL1,1.0899249,0.060286505
ERCC1,1.006587437,0.976962157
LONP1,1.074493268,0.313106012
EVPL,1.256676941,0.472778943
USP32,0.995573203,0.833853373
AOC3,0.849310271,0.102064223
CDC37,1.02800461,0.582924648
SYNGR2,0.942388135,0.114044309
PRKCSH,1.111067203,0.040368788
ANKRD27,1.106333662,0.105791043
ATF7,1.246340235,0.016873325
TMEM205,1.05732364,0.460593263
EIF1,1.166620447,0.217202294
DNM2,1.086620364,0.357591547
BRSK1;BRSK2,1.01354602,0.822121484
C18orf8,0.939975257,0.042139377
TRMT11,1.012227006,0.89980977
ICAM3,0.97140877,0.366036045
STK11,0.946385423,0.8117157
RBM42,1.022310336,0.530155419
VMP1,1.021762749,0.831887693
KIAA0100,1.278632249,0.290330401
STX8,1.033277313,0.442996769
ERAL1,1.015879454,0.854757591
POP4,1.01669891,0.762015093
MATK,1.024317493,0.674767452
NFATC1,1.006945616,0.982490704
APOC4-APOC2;APOC2,1.162779276,0.022090066
KDSR,0.990129088,0.745866482
EIF3K,0.992326086,0.853628298
APOC1,1.052484827,0.713534963
TK1,0.803866169,0.072644981
MRPL4,0.925896551,0.095131795
MFAP4,0.977742003,0.43756572
G6PC3,1.055568568,0.449804618
,0.948673312,0.62686167
SLC35A4,1.071387231,0.368162029
ASNSD1,0.917892766,0.041670196
SARS2,0.986182704,0.334171864
ZNF428,0.987130103,0.630287727
ZFP36,1.082690195,0.334461075
ZC3H4,0.97144779,0.268382102
VRK3,0.978420365,0.365739618
PNKP,1.026427452,0.398138845
AP2S1,0.951758976,0.050484376
CD209;CLEC4M,1.021093042,0.734332437
MED25,1.108262455,0.707498267
ARHGEF1,0.984760601,0.096395375
KHSRP,1.045469466,0.370496281
RPS5,1.049315665,0.696374847
ADCK4,1.062889674,0.461555215
MYO9B,1.058533226,0.002170239
RABAC1,0.999893565,0.938160425
MRPL34,0.916440296,0.222011798
EMC10,1.036394163,0.746439651
FKBP8,1.008318319,0.991604168
PAK4,1.079142875,0.557999277
SUGP2,0.951499001,0.367524741
DNASE2,0.878456424,0.008937474
AGPS,0.979484282,0.134417612
DDX39A,0.965245727,0.702812435
PDLIM1,0.945380224,0.077136541
ACOT7,1.03428145,0.489662686
MYO1F,1.034863492,0.071335034
SNAP23,0.984383234,0.517372924
HAX1,0.943696182,0.270626383
GTPBP1,1.072734938,0.074591877
LGALS9,1.177794369,0.048318611
STXBP3,1.04905671,0.195725949
AP3B1,1.028793314,0.639969522
LGALS8,1.243124475,0.002244391
NFKBIE,1.138786466,0.078967556
PSMD11,0.993560704,0.811277987
PSMD12,1.011182195,0.920892639
ATOX1,1.198152194,0.212058589
PGRMC1,0.993203422,0.861956388
SUPT5H,1.008599757,0.973817728
TAF4,1.095449419,0.130174657
DFFA,1.058759473,0.120052517
HIP1,1.011683353,0.934876297
CLIC1,1.026886146,0.134220213
WWP2,1.068236902,0.616060684
PDHX,1.000489088,0.706933443
QSOX1,0.9404925,0.260151586
DCTN6,0.962264909,0.522116826
SLC33A1,0.961191091,0.288102204
IPO5,0.982860179,0.513609194
POLRMT,1.003662109,0.900445896
EEF2K,0.914105276,0.106928803
SAP18,0.950585747,0.248954786
DNM1L,1.006538902,0.969406528
RTCA,0.998754712,0.717324371
PIK3R2,0.940330613,0.399516023
BTN3A3,1.072236954,0.292489773
HMGN4,0.8864112,0.274269438
NDUFA4,1.00806602,0.99472521
PSMD14,1.010166171,0.953723135
BIN1,0.869104277,0.240721413
KPNA3,0.988839285,0.238093178
VWA5A,1.046152749,0.370674158
SDCBP,1.03202359,0.506405303
PITPNM1,1.034110057,0.443047496
MPHOSPH10,1.009797951,0.957644
NOP56,1.012088082,0.899200311
PIR,1.072059149,0.595385226
TRIM38,1.123937514,0.076715105
E2F3,0.995240147,0.740689173
PPP6C,1.015179884,0.894010306
MAN2B1,0.923663574,0.007025533
FBP2,1.033633859,0.351867813
PDXK,1.094726035,0.079712407
SH2B2,1.017663151,0.743544431
ARID1A,0.985974719,0.069770619
CDK2AP1;CDK2AP2,1.009058688,0.952881548
SDHD,0.801769868,0.0140632
C2CD2L,1.01628604,0.848841847
TMEM194A,1.079023436,0.289872662
TXNDC9,0.948596344,0.308883037
DPYSL4,1.010730229,0.954881739
TRAFD1,1.527843644,6.99532E-05
COX7A2L,1.176599766,0.156153804
NDUFAB1,0.876103822,0.249766476
COPE,1.031020932,0.415680725
RFXANK,1.019823948,0.827593199
EIF1AY,0.847774767,0.226312538
AP3D1,1.004530638,0.630916409
CHD1,0.859991097,0.170129735
CHD2,0.985837901,0.712297237
TOR1A,1.047345943,0.464511876
TOR1B,1.499677484,0.025856425
ADAM10,0.973404693,0.353617408
APAF1,0.990374533,0.628849687
MAP2K7,0.948765255,0.085830167
CDIPT,0.953432608,0.431485269
PDCD5,1.023903589,0.354107491
PRMT5,0.938487869,0.023215574
SLC9A3R1,0.971026534,0.090371573
TPP1,0.962030607,0.33056654
TNPO2,0.968952606,0.14082867
POLR3A,0.991249865,0.541652392
MRAS,0.949321974,0.713079127
PSMA7,1.021574435,0.74664288
SCAMP3,1.052378216,0.328558851
OPLAH,0.984570942,0.109723841
BACH1,0.996991587,0.75765085
MGST3,0.987550854,0.699283655
GEMIN2,0.831259658,0.123915953
TAX1BP3,1.036198042,0.499770573
GIPC1,1.017163447,0.741729849
IKBKB,0.991486718,0.733273304
TIMM23,0.918239872,0.001438311
HAT1,0.965940131,0.14089686
UBE2L6,2.435087936,0.000179504
UQCRQ,0.892717818,0.114915712
RAB29,0.980004784,0.533970839
CLGN,0.994233622,0.692620523
PPP1R12A,1.030875172,0.710036627
GAK,1.080165879,0.02152143
XPO1,1.033850514,0.696931698
SEC16A,1.060677857,0.487238061
PLXNB2,0.959707187,0.02852633
KHNYN,0.994311157,0.838958638
U2SURP,1.023051266,0.798184575
SETD1A,0.848675935,0.208138108
SYNJ2,0.935954114,0.041100564
PFAS,0.961814646,0.193884582
ARHGEF11,0.979776822,0.587483177
CHUK,0.9670101,0.040523562
LSM1,1.099104883,0.070587327
FYB,1.214624608,0.000587717
NPC1,0.907911708,0.087426457
DEGS1,0.987680181,0.709424242
SCAMP1,1.028386171,0.592797672
SCAMP2,1.017718765,0.837741709
ARPC1B,1.025081083,0.635100549
ARPC2,0.968719177,0.200145029
ARPC3,1.02216591,0.508284314
POLR1C,1.042474331,0.134135343
TRIM24,1.036211731,0.795103675
PGRMC2,0.866200027,0.045602947
RGL2,1.002591565,0.966055238
PFDN6,0.981274601,0.348320238
NKRF,0.945158538,0.354329631
GNPAT,1.009003241,0.975781854
CASC3,1.030661288,0.802481211
MRPS12,1.064580311,0.010898677
ACOX3,0.949446474,0.404303582
RER1,0.932111075,0.289772979
SURF4,0.966676301,0.06279363
SPTLC1,1.03226071,0.629153316
SPTLC2,0.966353492,0.655551548
OGT,1.002112982,0.731669607
PMM2,1.026303901,0.348845864
PPM1G,0.994398877,0.63677645
INPPL1,0.958669599,0.024517366
EIF3D,0.994946282,0.461263799
HDAC3,0.959931258,0.299158295
NVL,1.008821676,0.987015049
BCAT2,0.970452647,0.033240199
IPO8,0.986484468,0.892205441
STX7,1.017727142,0.711696382
CD3EAP,1.078645791,0.32236663
MAGEB2,0.997438646,0.795870543
ARPC5,1.143250181,0.240719033
POLR2D,0.960330886,0.180297872
DDX3Y,0.998419322,0.726831997
MAFG,1.064414802,0.415732983
RNF113A,0.977602182,0.197119349
DHX15,1.001963839,0.591350557
RNMT,0.914514129,0.037691601
ZZEF1,1.006989425,0.991101113
ASAP2,0.999410212,0.704664902
TTI1,0.961695293,0.053625591
RRP8,0.965195211,0.00787324
PJA2,1.088839706,0.536883037
PRPF4,1.006243359,0.887421474
NDUFS4,1.156794338,0.315462776
IRAK2,0.847339808,0.087146019
DYNC1LI2,1.020966258,0.727002734
PSMD3,0.967631608,0.148989471
PAPSS1,1.066493999,0.008367824
ZW10,0.962760542,0.029391049
SART1,1.002320221,0.882997532
GPAA1,0.977596738,0.494919591
DAPK3,0.986034361,0.788909986
AP5Z1,0.986928065,0.871583633
MTSS1,1.079106349,0.044381002
MAP3K7;DKFZp586F0420,1.038100969,0.2431111
EEF1E1;EEF1E1-BLOC1S5,1.002535068,0.934035252
RIPK2,1.067919146,0.07803614
RASA4;RASA4B,0.838484283,0.0003318
HNRNPR,1.093158612,0.175299918
PRPF3,0.91970125,0.040382099
TXNL1,1.002185014,0.625543431
EMC8,1.074801582,0.188054691
PPIH,1.067432951,0.174136029
LAMTOR5,1.037877393,0.787673991
WIPF1,1.10718766,0.055416539
RGS14,0.966544591,0.175585087
AKAP10,0.995252005,0.820322762
DENR,0.913558854,0.02256626
XPOT,0.959902026,0.01071361
SPRY2,0.890702095,0.37677666
TIMM44,0.965801416,0.20930141
TRAPPC3,0.926423687,0.118285955
CHMP2A,1.005403069,0.988595106
NCK2,0.929545355,0.071484175
PLRG1,1.022684914,0.758682293
PRC1,0.858399684,0.101966364
RGS10,1.041074197,0.119486067
NDUFB3,1.042486874,0.520614642
NDUFA2,1.083829855,0.380875947
ASNA1,0.970396916,0.083690805
BUB3,1.087133501,0.005179244
ACTN4,1.02494096,0.422292364
GSTZ1,0.994536046,0.859296452
WBSCR22,0.902215173,0.292573639
TRIAP1,0.92914473,0.016366936
HTATSF1,1.206130657,0.007768093
TRAF3IP2,1.105563412,0.218347067
AP1G1,0.945069383,0.025054694
STX6,0.98190115,0.333325443
SLC25A20,0.983397763,0.439377991
NARS,1.050663522,0.245647392
SSNA1,1.173655817,0.412321756
NUDT21,1.049855823,0.274631421
LANCL1,0.984192752,0.411764722
STRN,1.007905459,0.989900984
RRP9,0.969407095,0.569775748
SCO2,0.992736366,0.594631494
GTPBP6,0.90303585,0.104480184
NRD1,1.009832559,0.971126856
CALU,1.01252214,0.895735148
ATP9B,0.9048286,0.05267959
AHCYL1;AHCYL2,0.942528337,0.039787288
TYROBP,1.151409043,0.293867949
NDUFS5,1.067360102,0.495630703
PDE6D,1.001219166,0.872201555
RAD21,0.954002412,0.152483934
TIMM8A,1.017199362,0.519319716
DHX16,0.886568258,0.031754274
GMFG,1.090332359,0.092080397
MED14,1.181131479,0.220830812
PRPSAP2,0.928400443,0.17932645
GNG7,0.89712486,0.759234958
SMARCA5,1.05792435,0.256993231
SPAG9,1.064293083,0.062954344
URB1,0.869679608,0.020623558
AQR,0.935052295,0.125560375
MAST3,0.950452038,0.282247189
MCM3AP,1.205140476,0.181129267
KDM1A,0.968940152,0.092799751
PHLPP1,0.734796276,0.499356247
DFNA5,1.062178597,0.323170805
LY75,0.559492745,0.056851866
MAN1A2,0.936508451,0.318450557
PLXNC1,0.960509818,0.612872605
ACSL4,1.02115319,0.596407617
SNX3,1.100839343,0.016531284
DOK2,1.017755532,0.787542571
STX10,0.89113707,0.109680296
MGEA5,1.00056105,0.737339377
SORBS3,1.018690623,0.825095594
SYNCRIP,1.035483071,0.48396889
TPST1,1.014569579,0.98354612
CDC40,0.990119978,0.659444261
B4GALT3,0.988198882,0.626240316
RANBP6,0.983210458,0.51271641
NEMF,1.00933721,0.979325263
GMDS,0.980712862,0.658521017
PLOD3,0.983463306,0.321730818
TLR2,1.048946189,0.423766562
EXOC3,1.042343327,0.240223031
PLIN3,1.070786743,0.370103018
RAD1,0.897017908,0.217356325
JAK2,1.230348038,0.048525315
MAFK,1.019921086,0.679397098
PRMT3,0.970796212,0.275524371
KPNA6,1.079492883,0.249627571
UGDH,1.153104953,0.096141685
TPST2,1.01705324,0.714912275
LPXN,1.115872525,0.069900297
EIF1B,1.054688308,0.635510126
SNX2,1.111658528,0.01310089
USO1,1.052474886,0.124905779
MRPS14,1.13530783,0.10970175
TOM1,1.159402317,0.005588949
CCDC22,0.972943274,0.62960092
PQBP1,1.054381997,0.071954438
TIMM17B,0.997930147,0.6818881
DKC1,0.989303344,0.559140135
TRIM13,0.909512026,0.876866051
GAS7,1.025056778,0.529970591
EDF1,1.08424505,0.558828605
KIN,1.03484344,0.418802693
DNAJA2,0.928914204,0.226284172
BRD4,0.9562862,0.284088176
CUTA,1.057737027,0.271721513
SMPD2,0.931897522,0.267539929
PFDN1,0.979385347,0.221754121
PPP1R11,1.139199027,0.342991302
RNASEH1,1.068541652,0.317175349
NBN,1.057734596,0.333605726
KERA,1.081409562,0.675528446
RNGTT,0.927587433,0.045135747
KIF21B,0.966148492,0.186652205
SRGAP2,1.024772782,0.830701609
NOS1AP,1.053086659,0.135834863
FAM20B,0.96512166,0.063876019
DENND4B,0.993594,0.113357229
WDR1,1.077674095,0.066640041
ATP9A,0.99528362,0.788576735
N4BP1,1.219472931,0.036956553
ROCK2,1.050423443,0.230717849
CPNE3,1.015622666,0.890833196
HIP1R,0.937161751,0.028584371
RNF40,0.975279076,0.264176437
ZC3H11A,1.009413609,0.974020222
KDM4A,1.042272084,0.184757067
DNAJC13,0.997103113,0.799714395
PPP6R2,0.942788908,0.328985517
CNOT3,1.009585296,0.960158549
SIN3B,1.006473928,0.94723849
DNAJB6,0.872190872,0.14789993
XYLB,0.929188151,0.235645819
COQ9,1.038333923,0.500438064
GGCT,1.06395158,0.168541296
ZPR1,0.986477008,0.211289226
USP12;USP46,0.883478204,0.00252075
DUSP11,1.016422673,0.835119176
GBAS,1.064531918,0.079058182
SEMA7A,1.046028328,0.569913992
PDCD6,1.021022104,0.727647305
ATP6V1G1,1.091435534,0.386612932
VPS4B,1.091511853,0.261419715
ZNF217,0.820923838,0.097575063
H2AFY,1.14263043,0.065749464
SH3BGRL,1.000147776,0.939798834
FLNB,1.05436949,0.376720631
NCOR1,0.994477837,0.798623489
VAMP4,0.854529177,0.077511307
NDUFS6,1.032974144,0.431767083
PEX14,0.942508674,0.648682273
SPAG7,1.086936082,0.222955669
SEC22B,1.045343575,0.352305198
TACC1,1.002145593,0.913022393
LRCH4,1.036095095,0.664355743
VPS26A,0.923808811,0.017227011
NDUFB1,0.996755433,0.721610604
PMPCB,0.992200785,0.188724987
KATNA1,0.930674197,0.008668237
PSIP1,0.979706084,0.481061016
ERLIN1,1.015092697,0.860244424
GPC4,1.05457496,0.291370739
NDUFS3,1.043785867,0.628228315
SRSF10,1.038787922,0.565106847
HSBP1,0.879101087,0.148517399
TADA3,0.922286634,0.345684234
BANF1,1.033556716,0.441081985
SF3B1,0.96560119,0.063328106
CSDE1,0.979440172,0.117605205
WBP4,1.074922473,0.062213183
STX11,1.050558236,0.454272783
SKAP2,1.072589107,0.205296157
PRKRA,1.029254098,0.328639622
NPM3,0.974263828,0.242031855
LYPLA1,1.05542329,0.632235711
REM1,0.626500313,0.142607002
SNRNP200,0.995484908,0.588678452
TIPRL,0.950110318,0.155749123
SURF6,0.994323819,0.518841626
PPM1B,1.004234215,0.953668339
ADAP1,1.134372592,0.105377689
UTP20,0.861700606,0.014004394
RP2,0.992884108,0.2568438
SLC25A12,0.990826255,0.587395514
RNASEH2A,0.979136818,0.283568381
CDC123,0.920969814,0.052358273
CAPN15,0.996786394,0.818619482
EIF3G,1.011195799,0.862021865
EIF3J,0.96457751,0.202227021
CBR3,1.06429923,0.364362775
AP1G2,0.902896135,0.000453146
ZMPSTE24,1.013113732,0.9169291
PPP1R37,0.990415392,0.813679
TRAPPC6A,0.889743593,0.138023954
IDH1,1.052405865,0.204557744
GATB;PET112,1.014184854,0.886351529
CYP7B1,0.958646032,0.511692711
STAM2,1.068593066,0.283959939
ALDH1L1,1.146918721,0.052043679
DGAT1,0.943335692,0.471828377
DHRS3,0.957719935,0.18460165
ARL6IP5,0.890143613,0.135431147
DYSF,0.930628767,0.008931261
PIAS1,0.958239689,0.911875392
BCAS2,1.038093877,0.512817188
DCTN3,0.971483541,0.2215759
DNAJC8,1.027721395,0.60529449
SMNDC1,0.956686325,0.232132305
ATP5H,1.04779827,0.360448662
FLOT1,1.018297777,0.506029377
ATP5L,1.030584345,0.653149341
CPD,0.948939019,0.276589213
SASH3,0.85650093,0.059868576
GLRX3,0.997694078,0.346683709
RSL1D1,1.067743581,0.425101302
CLPX,0.968976973,0.457975849
SEC14L2,1.051159703,0.486224875
CIAO1,1.140949402,0.265000719
SRP72,1.024393952,0.1917481
JTB,1.097766642,0.385329121
DDAH1,1.060136743,0.359072699
URI1,0.967298306,0.315043788
B3GAT3,0.99260238,0.460336831
STK17B,0.980169358,0.411077461
MTA2,0.992580355,0.196379817
ALDH1A2,1.030095877,0.67558865
STK10,1.149883009,0.056443541
ATG12,0.83213987,0.476231231
KBTBD11,0.987177616,0.752119032
LTN1,0.930534413,0.328667725
TOMM70A,0.951065053,0.03034784
IPO13,0.41512484,0.075583552
DDHD2,0.919699203,0.18592965
TOX4,0.975429894,0.090872589
SEC24D,1.080397592,0.051940979
UFL1,1.036563179,0.179285029
SASH1,0.93204623,0.169775502
TMEM63A,1.049904392,0.490017855
UBXN7,0.974972309,0.659195185
KLHL18,1.014690988,0.893605694
PROSC,1.002051037,0.66203233
ERLIN2,0.991706803,0.630998298
PRPF6,0.980153338,0.188357185
PCF11,0.957963565,0.080880022
FRYL,1.021551703,0.804135352
ENDOD1,1.115107013,0.085907367
GLS,0.984011449,0.422377269
HAUS5,1.02133492,0.937438763
HEXIM1,0.977768192,0.714015948
RPP14,1.155080055,0.068516856
UBR5,1.002361765,0.424282384
SCAF4,1.036477749,0.542009526
SNUPN,0.941419191,0.245436248
UBE4B,0.978065684,0.077201521
NDUFA3,1.08351895,0.493680504
NDUFB4,1.025661512,0.769750057
NDUFB8,1.011665391,0.923915545
NDUFA7,1.195882038,0.015286679
RTN3,1.016833893,0.875892657
LETM1,1.09531696,0.043697308
STBD1,0.947479993,0.107315284
ZRANB2,1.036035202,0.218266379
SNX4,0.786106047,0.390054406
MBD4,1.046415065,0.504140108
SBF1,0.927263062,0.306382272
VAPB,1.051006287,0.293829273
SNAPIN,0.910355034,0.59150453
NDUFC2;KCTD14;NDUFC2-KCTD14,0.915244509,0.236572716
PGLS,1.056845371,0.083878724
SMC2,0.949622484,0.078871205
ATG7,1.02033202,0.624481784
ZBTB7A,0.969420019,0.366639837
LYPLA2,1.119940311,0.059987641
IPO7,0.949065106,0.073040132
ARIH2,0.985235424,0.307880487
TNFAIP8,1.104159602,0.469884117
SLU7,1.049612969,0.269348086
MOCS3,0.993677046,0.835553568
CD2BP2,1.013145446,0.822610359
BAG4,0.98742057,0.678698873
AHSA1,1.157819064,0.205605881
APOM,0.844138873,0.290061869
PSMG1,0.95319031,0.180576392
FMNL1,1.010522507,0.958316423
SGPL1,0.997130825,0.828171244
NSA2,1.0458785,0.167216732
H6PD,1.042880003,0.394076537
SEC24A,1.006397027,0.908030781
SEC24B,1.008794011,0.990500065
NADK,1.394659579,0.000564885
MPC2,0.94885397,0.111622787
ETHE1,1.102920931,0.160295722
PCNT,1.050943892,0.614309903
YEATS4,0.918132534,0.022844329
CNOT4,1.050471438,0.314259645
CPSF4,1.002520863,0.843663488
ASMTL,1.02696297,0.540199355
CDS2,0.908300098,0.10741303
PPP1R3D,1.021128001,0.772965748
BRD1,0.922114256,0.021916654
HERC2,0.946123788,0.120377175
RAB3D;RAB3A,0.957515015,0.438314317
SNAP29,0.994748561,0.339647341
OXSR1,1.039261565,0.543456409
GGPS1,0.985969952,0.324672063
HSPA4L,1.04524483,0.151068602
PTBP3,1.049520814,0.344789031
LSM8,1.071410257,0.327168509
AP2A1,0.99665512,0.47154229
DDX58,2.187183281,0.000201907
STAU1,1.024273575,0.385911359
TTC4,1.021579182,0.773636405
BAG2,1.030566667,0.728089652
BAG3,1.050287666,0.337491163
CRYZL1,1.08468063,0.013842081
AIFM1,1.00992421,0.942137306
LATS1,0.896484892,0.389128002
GNA14;GNA11,0.955920904,0.132649753
NUDT14,1.044982514,0.599226232
BPNT1,1.004998905,0.710697542
DDAH2,1.059755902,0.003030919
C6orf47,1.042227854,0.763611647
TXNDC12,1.05474244,0.650526154
ECD,1.046249,0.668798356
SYF2,0.950202773,0.503875847
MBD3,0.981647062,0.602851561
NUDT3,1.066155827,0.351277974
NDUFB10,1.030167832,0.50569708
CLPTM1,0.98723738,0.257014604
TOMM40,0.979514837,0.198964198
PEX11B,0.97295776,0.21540493
CHEK2,1.068644587,0.593982105
APBA3,0.985321486,0.491263877
ACTL6A,0.992390332,0.459845638
MOCS2,1.094071462,0.398008601
CYB5A,0.910327687,0.069192311
LDHA,0.988314944,0.546425502
GLUD1,1.03978949,0.43513279
DHFR,0.952693046,0.398373946
CYB5R3,0.946151567,0.072478029
GSR,1.018797362,0.659718765
MT-CO1,0.850660998,0.307764374
MT-CO2,1.003742769,0.921117764
SOD1,1.143225495,0.427325
F13A1,0.868396344,0.500128334
PNP,0.901996604,0.051162884
HPRT1,1.00770487,0.965256753
GOT2,0.9519015,0.120659515
ABL1,0.97901271,0.892317883
PGK1,1.055021049,0.041871466
AK1,0.986395554,0.636143495
ADA,1.220094816,0.019689362
MT-ATP6,0.949982174,0.683813515
CA2,0.998200097,0.638127741
ASS1,1.035862881,0.361273045
A2M,0.974947975,0.448672785
C3,0.944672106,0.622571617
TIMP1,1.044374299,0.601581889
CST3,1.020203025,0.779882476
CSTA,0.965548317,0.65799331
NRAS,1.062188772,0.028509838
HRAS,1.077578387,0.097420538
KRAS,0.902320424,0.06193547
IGF2,0.978427081,0.360892088
IL1A,0.838880778,0.046677737
IL1B,1.031302997,0.743068486
COL1A1,0.828010538,0.007632987
APOE,1.043964499,0.759670284
FN1,0.855108592,0.135395782
CXCL10,3.352207927,0.000759004
TFRC,0.846111936,0.00297755
FTL,1.153324149,0.092118379
MT-ND1,0.988620051,0.80194166
MT-ND4,0.772206654,0.081583317
MT-ND5,0.918064219,0.022208997
MT-ATP8,1.174469567,0.16932489
SLPI,1.050824838,0.249942304
CAT,0.987542493,0.320288645
RAF1,0.980060506,0.238527915
GBA,0.976584481,0.249549029
FUCA1,0.901293893,0.022937957
ALDOA,1.101287066,0.089368688
CSTB,1.255479829,0.322515809
